road_name_in_googleMap,Accident_date,accident_time,vehicle_type,road_type,seviarity_of_accident,near_by_hospital,near_by_school,near_by_chrch,No_of_bildings_near_300m_of_accident_area,death
Paud Road,2020-01-22 09:03:43.253438,13:09,Bicycle,Main Road,Fatal,0,1,0,32,1
Karve Road,2022-09-23 09:03:43.253438,04:54,Bicycle,Main Road,Minor,0,1,1,31,1
Baner Road,2023-09-19 09:03:43.253438,07:53,Bike,Rural,Minor,1,1,1,11,1
Satara Road,2023-05-09 09:03:43.253438,14:51,Car,Highway,Minor,1,0,0,36,0
Karve Road,2021-05-28 09:03:43.253438,22:04,Car,Main Road,Fatal,0,0,0,9,0
Karve Road,2019-12-13 09:03:43.253438,03:01,Car,Main Road,Fatal,1,1,1,31,0
Shivaji Road,2021-09-17 09:03:43.253438,13:33,Bike,Highway,Minor,0,1,1,24,0
Sinhagad Road,2022-09-14 09:03:43.253438,15:41,Car,Rural,Major,1,1,0,49,0
MG Road,2024-03-19 09:03:43.253438,15:50,Bus,Rural,Major,0,1,0,11,0
Shivaji Road,2021-05-12 09:03:43.253438,02:16,Bike,Highway,Fatal,0,0,1,41,1
Satara Road,2023-09-15 09:03:43.253438,19:31,Auto-rickshaw,Rural,Minor,0,1,1,25,1
FC Road,2022-05-01 09:03:43.253438,12:30,Bus,Highway,Minor,0,0,1,47,1
MG Road,2023-11-19 09:03:43.253438,03:35,Bicycle,Residential,Major,1,1,1,11,0
Kothrud Road,2022-10-18 09:03:43.253438,23:19,Auto-rickshaw,Main Road,Minor,0,0,1,4,1
MG Road,2024-06-07 09:03:43.253438,00:13,Pedestrian,Rural,Fatal,1,1,1,1,1
Shivaji Road,2022-04-29 09:03:43.253438,09:52,Car,Main Road,Fatal,0,0,0,3,0
Shivaji Road,2023-12-20 09:03:43.253438,11:52,Bike,Residential,Major,1,0,1,44,1
Shivaji Road,2021-11-13 09:03:43.253438,12:07,Bicycle,Residential,Minor,1,1,0,15,0
Aundh Road,2022-08-08 09:03:43.253438,12:47,Bus,Main Road,Minor,0,0,0,14,1
Aundh Road,2022-08-16 09:03:43.253438,21:39,Bike,Highway,Fatal,1,1,1,4,0
MG Road,2020-03-05 09:03:43.253438,05:29,Pedestrian,Rural,Major,0,0,0,43,0
Shivaji Road,2024-04-20 09:03:43.253438,01:19,Pedestrian,Rural,Fatal,0,1,1,34,1
Sinhagad Road,2024-01-30 09:03:43.253438,09:05,Bike,Residential,Major,1,0,1,7,1
Baner Road,2023-01-29 09:03:43.253438,14:54,Bicycle,Residential,Major,1,0,0,22,0
FC Road,2022-07-23 09:03:43.253438,05:28,Bike,Highway,Major,0,1,0,3,0
Sinhagad Road,2020-05-02 09:03:43.253438,07:19,Auto-rickshaw,Highway,Fatal,1,0,1,44,0
Sinhagad Road,2021-04-10 09:03:43.253438,08:14,Bike,Main Road,Major,1,0,0,13,1
FC Road,2023-06-06 09:03:43.253438,13:48,Car,Rural,Fatal,1,0,0,0,0
Kothrud Road,2022-08-22 09:03:43.253438,14:14,Pedestrian,Highway,Minor,1,0,0,4,0
Aundh Road,2022-08-01 09:03:43.253438,14:30,Bus,Rural,Major,1,0,0,21,0
MG Road,2022-03-12 09:03:43.253438,07:40,Truck,Residential,Fatal,0,1,1,43,1
Baner Road,2022-07-10 09:03:43.253438,23:45,Bike,Main Road,Minor,1,1,1,4,1
Paud Road,2023-06-29 09:03:43.253438,10:45,Bus,Main Road,Fatal,1,1,1,19,0
FC Road,2023-03-24 09:03:43.253438,03:45,Pedestrian,Main Road,Fatal,1,0,1,47,0
Shivaji Road,2024-06-20 09:03:43.253438,09:31,Auto-rickshaw,Highway,Fatal,0,1,1,5,0
Sinhagad Road,2020-06-25 09:03:43.253438,01:43,Auto-rickshaw,Highway,Fatal,1,1,0,49,1
Paud Road,2020-09-12 09:03:43.253438,10:14,Bike,Highway,Major,0,1,1,42,1
FC Road,2021-09-03 09:03:43.253438,01:39,Bicycle,Highway,Minor,0,0,0,5,1
MG Road,2020-03-04 09:03:43.253438,02:04,Pedestrian,Residential,Major,0,0,1,34,1
Karve Road,2022-12-16 09:03:43.253438,18:02,Bicycle,Residential,Major,0,0,0,38,0
FC Road,2022-03-25 09:03:43.253438,11:46,Bike,Rural,Major,1,1,0,17,1
Paud Road,2020-01-28 09:03:43.253438,01:49,Bicycle,Main Road,Major,0,0,0,21,0
Shivaji Road,2020-12-21 09:03:43.253438,16:57,Car,Residential,Major,0,0,1,29,0
Sinhagad Road,2020-03-23 09:03:43.253438,20:43,Truck,Rural,Minor,0,0,1,27,0
FC Road,2020-03-05 09:03:43.253438,04:28,Bicycle,Rural,Major,0,1,0,44,0
Shivaji Road,2024-08-09 09:03:43.253438,16:09,Bike,Highway,Minor,0,1,1,42,1
Satara Road,2019-09-22 09:03:43.253438,09:02,Bike,Rural,Minor,1,0,1,3,1
FC Road,2020-01-25 09:03:43.253438,07:12,Car,Rural,Fatal,1,0,0,2,1
Kothrud Road,2022-07-31 09:03:43.253438,06:50,Auto-rickshaw,Highway,Major,1,0,0,1,1
Aundh Road,2022-01-15 09:03:43.253438,11:25,Bicycle,Residential,Major,0,0,0,25,0
Kothrud Road,2020-08-08 09:03:43.253438,18:14,Truck,Residential,Minor,0,1,0,14,0
Paud Road,2021-08-18 09:03:43.253438,16:09,Auto-rickshaw,Residential,Minor,0,0,1,43,0
MG Road,2020-11-04 09:03:43.253438,04:39,Bike,Highway,Major,0,0,1,13,1
FC Road,2020-05-21 09:03:43.253438,09:47,Truck,Rural,Major,1,1,1,42,0
Shivaji Road,2021-06-17 09:03:43.253438,10:14,Bike,Highway,Minor,0,0,0,11,1
Shivaji Road,2024-06-17 09:03:43.253438,00:40,Pedestrian,Rural,Major,1,0,0,20,1
Kothrud Road,2019-11-16 09:03:43.253438,09:02,Car,Main Road,Minor,1,0,1,11,0
Karve Road,2023-07-31 09:03:43.253438,18:23,Pedestrian,Main Road,Major,0,1,1,43,1
Baner Road,2022-07-17 09:03:43.253438,01:27,Car,Main Road,Fatal,1,1,1,41,1
Aundh Road,2021-11-26 09:03:43.253438,19:05,Auto-rickshaw,Residential,Major,0,1,1,33,1
Satara Road,2022-05-19 09:03:43.253438,16:05,Bus,Residential,Major,0,0,0,0,1
Paud Road,2020-06-04 09:03:43.253438,03:07,Pedestrian,Highway,Major,1,1,1,42,1
Aundh Road,2023-05-02 09:03:43.253438,17:52,Auto-rickshaw,Residential,Minor,0,1,0,11,0
Aundh Road,2020-08-25 09:03:43.253438,15:42,Pedestrian,Highway,Fatal,0,1,0,47,0
Shivaji Road,2021-03-14 09:03:43.253438,22:16,Truck,Highway,Minor,0,1,1,7,1
Satara Road,2023-08-08 09:03:43.253438,14:26,Car,Residential,Major,1,0,1,29,1
Baner Road,2024-08-16 09:03:43.253438,05:59,Auto-rickshaw,Residential,Major,1,0,0,39,0
MG Road,2024-02-11 09:03:43.253438,20:49,Car,Highway,Fatal,1,1,0,5,1
Karve Road,2023-04-01 09:03:43.253438,02:01,Bus,Highway,Major,1,1,0,26,1
Paud Road,2021-06-10 09:03:43.253438,12:26,Auto-rickshaw,Highway,Minor,1,0,0,30,1
FC Road,2019-09-18 09:03:43.253438,06:37,Car,Rural,Major,0,0,1,3,1
Sinhagad Road,2021-11-18 09:03:43.253438,21:24,Bike,Residential,Fatal,1,1,1,29,1
Paud Road,2021-04-27 09:03:43.253438,12:52,Bicycle,Highway,Major,0,1,1,27,1
MG Road,2020-09-18 09:03:43.253438,12:25,Bus,Main Road,Fatal,1,1,1,13,0
Aundh Road,2020-12-07 09:03:43.253438,17:59,Bicycle,Highway,Fatal,1,1,0,29,1
Paud Road,2021-09-01 09:03:43.253438,15:46,Bike,Rural,Minor,0,1,0,0,0
Karve Road,2023-03-13 09:03:43.253438,21:42,Bicycle,Residential,Minor,0,1,1,49,0
Satara Road,2024-02-25 09:03:43.253438,21:31,Truck,Highway,Fatal,0,1,0,6,0
Karve Road,2022-09-17 09:03:43.253438,12:15,Bus,Main Road,Minor,1,0,1,16,0
MG Road,2022-10-14 09:03:43.253438,15:29,Car,Residential,Minor,0,0,1,22,0
Karve Road,2024-01-18 09:03:43.253438,19:10,Bike,Rural,Fatal,1,0,1,7,0
Sinhagad Road,2022-12-22 09:03:43.253438,23:38,Truck,Highway,Fatal,1,0,1,24,1
MG Road,2021-11-26 09:03:43.253438,08:06,Pedestrian,Highway,Major,1,0,0,33,0
Satara Road,2023-10-16 09:03:43.253438,21:42,Bike,Residential,Minor,0,0,1,30,1
Satara Road,2020-08-15 09:03:43.253438,01:11,Bus,Residential,Major,1,1,0,49,0
Aundh Road,2019-10-31 09:03:43.253438,13:57,Bicycle,Highway,Fatal,1,1,1,14,1
Aundh Road,2022-08-11 09:03:43.253438,18:29,Bike,Highway,Minor,1,1,0,41,1
MG Road,2021-06-24 09:03:43.253438,09:51,Bike,Rural,Fatal,0,0,1,0,1
Satara Road,2022-07-26 09:03:43.253438,17:00,Pedestrian,Residential,Major,1,1,0,23,0
MG Road,2021-09-10 09:03:43.253438,22:54,Auto-rickshaw,Residential,Major,0,0,1,45,0
Aundh Road,2020-01-08 09:03:43.253438,07:58,Car,Rural,Minor,0,0,0,20,0
Satara Road,2021-09-28 09:03:43.253438,06:13,Pedestrian,Highway,Major,1,0,1,10,0
Satara Road,2020-08-13 09:03:43.253438,04:46,Bike,Residential,Minor,1,0,0,17,1
Sinhagad Road,2024-08-06 09:03:43.253438,18:15,Auto-rickshaw,Residential,Major,1,1,1,30,0
Kothrud Road,2024-01-05 09:03:43.253438,00:22,Bicycle,Rural,Major,0,0,0,30,1
FC Road,2021-12-18 09:03:43.253438,12:34,Car,Rural,Major,1,0,0,34,0
FC Road,2021-12-25 09:03:43.253438,20:47,Bus,Highway,Minor,1,0,0,47,0
Shivaji Road,2024-01-19 09:03:43.253438,09:46,Bus,Highway,Fatal,1,1,0,29,1
Satara Road,2021-05-29 09:03:43.253438,15:45,Auto-rickshaw,Residential,Minor,0,0,0,16,1
MG Road,2021-07-17 09:03:43.253438,05:17,Auto-rickshaw,Rural,Fatal,1,1,1,0,1
Shivaji Road,2023-08-24 09:03:43.253438,18:49,Bus,Main Road,Minor,1,0,0,28,0
Sinhagad Road,2022-06-20 09:03:43.253438,20:29,Truck,Rural,Minor,0,1,1,3,0
Aundh Road,2022-12-18 09:03:43.253438,11:03,Bicycle,Residential,Fatal,1,0,1,39,0
Shivaji Road,2022-07-28 09:03:43.253438,21:56,Car,Residential,Major,1,0,0,11,1
Kothrud Road,2022-02-28 09:03:43.253438,12:14,Car,Main Road,Major,0,0,0,49,0
Kothrud Road,2023-03-14 09:03:43.253438,12:08,Auto-rickshaw,Rural,Fatal,0,1,0,48,1
Kothrud Road,2021-01-03 09:03:43.253438,22:12,Bicycle,Main Road,Major,0,0,1,35,0
Karve Road,2023-11-27 09:03:43.253438,07:41,Car,Main Road,Major,1,1,1,3,0
Aundh Road,2021-03-13 09:03:43.253438,14:09,Truck,Main Road,Major,0,1,0,0,0
Sinhagad Road,2023-02-02 09:03:43.253438,23:00,Car,Residential,Major,0,1,1,38,1
Shivaji Road,2021-08-28 09:03:43.253438,05:46,Auto-rickshaw,Main Road,Major,1,0,1,12,1
FC Road,2021-07-16 09:03:43.253438,15:59,Pedestrian,Highway,Major,1,1,1,13,1
Shivaji Road,2019-09-10 09:03:43.253438,07:16,Bike,Residential,Fatal,0,0,1,9,0
Kothrud Road,2023-11-18 09:03:43.253438,18:07,Bike,Highway,Major,0,0,1,28,1
Shivaji Road,2020-05-22 09:03:43.253438,14:22,Auto-rickshaw,Highway,Minor,1,1,0,23,0
Sinhagad Road,2021-12-08 09:03:43.253438,08:03,Bike,Residential,Major,1,1,1,33,1
Paud Road,2020-08-17 09:03:43.253438,13:45,Pedestrian,Residential,Minor,1,1,0,29,1
Shivaji Road,2022-09-12 09:03:43.253438,14:26,Bicycle,Rural,Minor,0,1,0,30,1
Sinhagad Road,2021-10-06 09:03:43.253438,06:58,Car,Residential,Minor,0,0,1,38,0
Satara Road,2023-01-11 09:03:43.253438,10:03,Pedestrian,Main Road,Minor,1,1,0,3,1
FC Road,2022-02-22 09:03:43.253438,10:31,Auto-rickshaw,Rural,Major,1,0,0,37,0
Kothrud Road,2022-12-30 09:03:43.253438,07:35,Pedestrian,Main Road,Minor,0,1,1,0,0
Satara Road,2023-09-16 09:03:43.253438,03:28,Pedestrian,Highway,Minor,1,0,0,3,1
Shivaji Road,2022-09-24 09:03:43.253438,07:40,Auto-rickshaw,Residential,Fatal,0,0,0,48,0
Sinhagad Road,2024-04-22 09:03:43.253438,21:41,Auto-rickshaw,Highway,Fatal,1,1,1,36,0
Kothrud Road,2020-02-24 09:03:43.253438,07:08,Bike,Rural,Minor,0,0,1,49,1
Shivaji Road,2022-03-20 09:03:43.253438,00:49,Bus,Highway,Major,0,0,0,49,1
Paud Road,2020-10-01 09:03:43.253438,00:25,Bike,Rural,Major,0,1,1,15,1
Sinhagad Road,2024-05-16 09:03:43.253438,15:28,Auto-rickshaw,Main Road,Major,1,1,1,24,1
Karve Road,2020-12-29 09:03:43.253438,21:09,Car,Residential,Fatal,0,0,1,24,1
MG Road,2024-02-05 09:03:43.253438,10:27,Bicycle,Main Road,Major,1,0,0,25,0
MG Road,2022-03-16 09:03:43.253438,06:57,Bus,Rural,Major,1,1,0,35,1
Shivaji Road,2024-03-17 09:03:43.253438,04:08,Auto-rickshaw,Rural,Fatal,0,1,0,2,0
Paud Road,2023-06-05 09:03:43.253438,15:56,Pedestrian,Main Road,Fatal,1,0,0,31,0
Shivaji Road,2022-10-28 09:03:43.253438,08:37,Bicycle,Main Road,Fatal,0,1,0,12,1
Baner Road,2020-09-02 09:03:43.253438,15:38,Bike,Main Road,Fatal,0,1,1,24,1
Sinhagad Road,2024-03-20 09:03:43.253438,16:12,Pedestrian,Residential,Major,0,0,0,26,0
Shivaji Road,2020-02-07 09:03:43.253438,20:54,Truck,Main Road,Major,0,0,0,46,0
Karve Road,2021-07-04 09:03:43.253438,21:59,Auto-rickshaw,Highway,Minor,1,1,0,45,0
MG Road,2020-07-23 09:03:43.253438,12:24,Car,Main Road,Major,0,1,1,14,0
Sinhagad Road,2021-02-12 09:03:43.253438,14:25,Truck,Rural,Minor,1,0,0,31,1
Sinhagad Road,2020-09-05 09:03:43.253438,06:24,Truck,Rural,Fatal,0,1,1,38,0
FC Road,2019-10-28 09:03:43.253438,09:28,Bike,Rural,Minor,0,0,0,13,0
Sinhagad Road,2020-07-25 09:03:43.253438,02:23,Bike,Main Road,Minor,1,1,1,1,0
Karve Road,2022-12-02 09:03:43.253438,11:02,Bicycle,Main Road,Minor,0,1,0,40,0
Shivaji Road,2022-03-30 09:03:43.253438,13:30,Bus,Residential,Fatal,0,1,1,30,1
Aundh Road,2022-02-10 09:03:43.253438,13:53,Auto-rickshaw,Main Road,Major,0,1,1,17,1
FC Road,2022-12-10 09:03:43.253438,19:26,Bicycle,Rural,Minor,0,0,1,18,0
Kothrud Road,2022-11-17 09:03:43.253438,09:45,Bus,Main Road,Major,0,0,1,11,1
Shivaji Road,2022-01-04 09:03:43.253438,13:11,Bus,Highway,Fatal,1,0,0,39,1
MG Road,2020-01-28 09:03:43.253438,07:13,Truck,Main Road,Major,0,0,1,24,0
Shivaji Road,2022-02-15 09:03:43.253438,19:04,Bike,Main Road,Minor,0,0,0,45,0
Shivaji Road,2023-07-04 09:03:43.253438,09:49,Pedestrian,Rural,Major,1,1,0,34,1
Baner Road,2020-04-06 09:03:43.253438,10:30,Truck,Residential,Fatal,0,1,1,23,0
Kothrud Road,2022-06-15 09:03:43.253438,20:35,Auto-rickshaw,Rural,Fatal,1,0,1,10,0
Satara Road,2023-05-16 09:03:43.253438,08:56,Bus,Rural,Major,1,1,1,19,1
MG Road,2023-02-19 09:03:43.253438,19:27,Bus,Main Road,Minor,1,0,0,38,0
Kothrud Road,2023-02-24 09:03:43.253438,20:17,Auto-rickshaw,Rural,Minor,0,1,0,10,0
FC Road,2024-05-04 09:03:43.253438,03:28,Bicycle,Main Road,Major,0,0,1,13,1
Satara Road,2023-05-18 09:03:43.253438,09:07,Bus,Main Road,Minor,1,1,1,2,0
FC Road,2020-09-14 09:03:43.253438,16:12,Bike,Highway,Fatal,1,1,1,40,0
Baner Road,2019-12-25 09:03:43.253438,03:24,Bike,Rural,Fatal,1,1,0,7,1
FC Road,2023-01-31 09:03:43.253438,04:46,Bus,Main Road,Fatal,1,0,0,18,1
Paud Road,2023-12-21 09:03:43.253438,13:46,Auto-rickshaw,Residential,Minor,0,1,0,41,0
Paud Road,2023-10-20 09:03:43.253438,09:07,Pedestrian,Residential,Minor,1,1,1,29,1
Shivaji Road,2021-01-07 09:03:43.253438,12:34,Truck,Highway,Minor,1,0,1,2,1
MG Road,2021-09-26 09:03:43.253438,06:15,Bus,Main Road,Minor,1,1,1,36,1
Karve Road,2020-06-15 09:03:43.253438,12:49,Car,Rural,Minor,1,1,0,14,0
Sinhagad Road,2023-04-06 09:03:43.253438,22:53,Bike,Rural,Fatal,1,0,1,43,0
Karve Road,2020-01-02 09:03:43.253438,19:37,Car,Rural,Fatal,0,0,0,13,0
Kothrud Road,2023-03-04 09:03:43.253438,00:41,Pedestrian,Highway,Minor,1,1,0,28,1
FC Road,2024-01-22 09:03:43.253438,02:15,Car,Main Road,Minor,1,1,1,45,0
Aundh Road,2021-02-24 09:03:43.253438,01:14,Car,Residential,Major,0,1,0,27,0
Shivaji Road,2023-05-23 09:03:43.253438,21:53,Pedestrian,Main Road,Fatal,0,1,1,1,1
Satara Road,2023-09-24 09:03:43.253438,03:38,Bus,Highway,Fatal,0,0,0,43,1
Aundh Road,2023-11-03 09:03:43.253438,20:10,Bus,Rural,Major,0,0,0,47,1
Sinhagad Road,2021-01-03 09:03:43.253438,14:22,Car,Highway,Major,1,1,1,27,1
Paud Road,2020-12-06 09:03:43.253438,19:25,Bus,Residential,Major,0,1,0,47,1
Karve Road,2022-04-10 09:03:43.253438,01:46,Car,Highway,Fatal,1,0,0,15,0
Kothrud Road,2022-10-08 09:03:43.253438,22:13,Car,Residential,Fatal,1,0,1,40,0
Sinhagad Road,2022-07-17 09:03:43.253438,14:37,Bicycle,Residential,Fatal,1,1,0,49,0
Aundh Road,2021-03-23 09:03:43.253438,20:23,Truck,Rural,Minor,0,1,1,37,1
Baner Road,2021-08-13 09:03:43.253438,01:55,Bicycle,Rural,Fatal,1,1,1,3,0
Satara Road,2020-03-30 09:03:43.253438,15:30,Pedestrian,Highway,Fatal,0,0,1,17,0
Paud Road,2024-06-22 09:03:43.253438,03:20,Truck,Residential,Minor,1,0,1,22,0
Paud Road,2022-03-03 09:03:43.253438,00:59,Truck,Highway,Minor,0,1,0,45,0
Karve Road,2024-04-14 09:03:43.253438,18:41,Auto-rickshaw,Main Road,Major,1,0,1,46,0
Kothrud Road,2021-10-30 09:03:43.253438,08:03,Bike,Rural,Minor,1,1,0,2,1
MG Road,2023-03-14 09:03:43.253438,10:05,Bus,Residential,Fatal,0,1,1,22,1
FC Road,2019-09-15 09:03:43.253438,08:40,Truck,Rural,Fatal,1,0,1,34,0
Satara Road,2022-03-30 09:03:43.253438,07:21,Bike,Rural,Major,0,0,0,22,0
Kothrud Road,2023-08-22 09:03:43.253438,14:39,Bike,Main Road,Minor,0,0,0,45,0
Aundh Road,2023-12-18 09:03:43.253438,19:47,Bicycle,Rural,Fatal,1,0,0,40,1
Satara Road,2024-02-07 09:03:43.253438,01:17,Bus,Main Road,Fatal,1,1,0,21,1
Baner Road,2023-02-19 09:03:43.253438,13:18,Bicycle,Residential,Fatal,0,1,0,13,0
Sinhagad Road,2024-07-23 09:03:43.253438,05:57,Auto-rickshaw,Rural,Fatal,0,0,1,35,0
Sinhagad Road,2022-12-19 09:03:43.253438,19:16,Car,Rural,Minor,0,1,1,46,1
Shivaji Road,2020-11-30 09:03:43.253438,17:12,Truck,Highway,Major,0,1,1,42,1
Aundh Road,2022-09-01 09:03:43.253438,13:36,Pedestrian,Highway,Minor,1,0,1,47,0
FC Road,2020-08-01 09:03:43.253438,07:51,Auto-rickshaw,Main Road,Major,1,1,0,7,1
Paud Road,2022-09-10 09:03:43.253438,09:23,Pedestrian,Highway,Major,0,0,0,39,1
Paud Road,2023-09-14 09:03:43.253438,05:00,Bus,Residential,Minor,1,1,0,47,1
Karve Road,2020-12-30 09:03:43.253438,22:27,Auto-rickshaw,Main Road,Fatal,0,0,0,9,1
Shivaji Road,2023-10-28 09:03:43.253438,19:20,Bicycle,Highway,Fatal,0,1,1,19,1
Baner Road,2020-01-21 09:03:43.253438,05:43,Bike,Rural,Major,0,0,1,15,0
FC Road,2021-12-29 09:03:43.253438,15:17,Auto-rickshaw,Highway,Major,0,1,0,36,1
Satara Road,2024-07-31 09:03:43.253438,15:15,Truck,Main Road,Minor,0,0,1,31,1
Paud Road,2022-03-27 09:03:43.253438,18:33,Pedestrian,Highway,Major,0,0,0,47,0
Satara Road,2020-05-13 09:03:43.253438,02:14,Auto-rickshaw,Highway,Fatal,1,0,1,36,1
Kothrud Road,2023-06-08 09:03:43.253438,14:14,Auto-rickshaw,Main Road,Major,0,1,0,29,0
MG Road,2020-09-01 09:03:43.253438,05:41,Bike,Main Road,Minor,1,0,1,1,1
Baner Road,2021-07-03 09:03:43.253438,12:12,Pedestrian,Residential,Fatal,1,0,1,5,0
Aundh Road,2021-10-19 09:03:43.253438,02:31,Bicycle,Main Road,Major,1,1,1,23,1
Satara Road,2019-11-21 09:03:43.253438,17:06,Auto-rickshaw,Main Road,Major,1,1,0,15,1
Karve Road,2020-06-01 09:03:43.253438,15:15,Pedestrian,Main Road,Fatal,1,0,0,23,0
Sinhagad Road,2019-12-05 09:03:43.253438,21:34,Bike,Residential,Minor,0,1,0,29,1
Karve Road,2021-02-27 09:03:43.253438,21:38,Truck,Rural,Minor,1,1,1,1,1
FC Road,2023-06-30 09:03:43.253438,03:30,Truck,Main Road,Major,1,0,1,5,0
Baner Road,2022-07-29 09:03:43.253438,10:12,Car,Main Road,Fatal,1,0,0,15,1
Karve Road,2022-07-13 09:03:43.253438,22:12,Bicycle,Main Road,Major,0,1,0,20,1
Satara Road,2019-10-22 09:03:43.253438,19:21,Car,Rural,Minor,0,1,1,42,0
Shivaji Road,2019-12-14 09:03:43.253438,07:18,Bike,Main Road,Major,0,1,1,5,0
Karve Road,2021-12-14 09:03:43.253438,15:23,Car,Residential,Fatal,0,1,0,31,1
Paud Road,2021-11-15 09:03:43.253438,19:55,Car,Highway,Fatal,1,1,1,22,1
Kothrud Road,2021-02-20 09:03:43.253438,19:05,Bus,Residential,Fatal,0,1,0,36,0
Sinhagad Road,2023-12-12 09:03:43.253438,22:24,Car,Rural,Minor,0,1,0,31,1
Paud Road,2020-02-24 09:03:43.253438,09:31,Bicycle,Rural,Fatal,1,1,1,40,1
Satara Road,2021-02-22 09:03:43.253438,22:21,Auto-rickshaw,Rural,Minor,0,1,1,19,0
Shivaji Road,2023-04-18 09:03:43.253438,20:04,Truck,Highway,Major,1,0,1,40,0
Baner Road,2020-04-06 09:03:43.253438,17:05,Car,Highway,Major,0,0,0,44,0
MG Road,2020-08-20 09:03:43.253438,08:37,Pedestrian,Residential,Minor,0,0,0,38,1
Aundh Road,2022-04-18 09:03:43.253438,02:59,Bike,Highway,Minor,1,0,1,7,0
Shivaji Road,2019-11-05 09:03:43.253438,15:46,Pedestrian,Rural,Minor,1,1,1,44,0
Karve Road,2022-01-27 09:03:43.253438,05:58,Bus,Rural,Major,0,1,1,45,0
Baner Road,2024-08-02 09:03:43.253438,12:38,Pedestrian,Main Road,Major,0,0,0,22,0
Baner Road,2024-03-31 09:03:43.253438,05:11,Pedestrian,Rural,Major,0,0,1,1,0
Kothrud Road,2024-06-11 09:03:43.253438,13:16,Bus,Main Road,Major,0,1,1,7,1
FC Road,2023-07-11 09:03:43.253438,08:22,Truck,Residential,Minor,0,1,1,25,0
Kothrud Road,2023-11-13 09:03:43.253438,11:53,Truck,Highway,Minor,1,0,1,27,1
Sinhagad Road,2019-12-21 09:03:43.253438,19:18,Bike,Main Road,Fatal,1,0,0,11,0
Aundh Road,2020-07-02 09:03:43.253438,23:11,Bike,Residential,Major,0,0,0,8,1
Satara Road,2022-12-10 09:03:43.253438,15:17,Bicycle,Residential,Major,0,0,0,34,1
Satara Road,2022-04-30 09:03:43.253438,06:03,Bicycle,Rural,Minor,0,0,1,1,0
MG Road,2023-11-01 09:03:43.253438,10:50,Bike,Highway,Major,1,0,1,32,1
Aundh Road,2022-08-16 09:03:43.253438,03:17,Bus,Rural,Fatal,1,1,1,30,0
Baner Road,2019-09-08 09:03:43.253438,17:39,Bus,Highway,Minor,0,1,1,39,0
Paud Road,2021-04-08 09:03:43.253438,19:08,Bike,Rural,Fatal,1,1,0,16,0
FC Road,2019-10-29 09:03:43.253438,03:43,Car,Residential,Fatal,1,0,0,12,0
MG Road,2020-05-28 09:03:43.253438,12:48,Pedestrian,Rural,Major,1,0,1,46,0
Shivaji Road,2023-07-04 09:03:43.253438,09:00,Bicycle,Highway,Major,0,1,1,11,1
Baner Road,2023-10-31 09:03:43.253438,00:05,Car,Rural,Major,1,0,0,43,1
Shivaji Road,2024-07-09 09:03:43.253438,23:12,Bike,Main Road,Major,1,1,1,33,0
Satara Road,2022-02-26 09:03:43.253438,06:14,Bike,Rural,Minor,0,0,1,45,0
MG Road,2020-04-16 09:03:43.253438,22:52,Bus,Residential,Minor,1,1,0,49,1
Baner Road,2022-11-23 09:03:43.253438,15:25,Car,Rural,Fatal,0,1,1,38,1
Sinhagad Road,2020-11-29 09:03:43.253438,18:28,Bicycle,Residential,Major,1,1,0,16,0
Baner Road,2024-03-21 09:03:43.253438,10:09,Truck,Residential,Minor,1,0,1,48,1
Paud Road,2022-03-03 09:03:43.253438,06:17,Truck,Residential,Minor,1,0,0,46,1
Paud Road,2021-12-24 09:03:43.253438,06:33,Auto-rickshaw,Main Road,Minor,1,0,1,15,1
MG Road,2023-02-10 09:03:43.253438,22:23,Bicycle,Highway,Minor,0,1,0,36,1
Kothrud Road,2023-08-24 09:03:43.253438,18:05,Truck,Highway,Fatal,1,1,1,9,0
Aundh Road,2024-05-15 09:03:43.253438,14:59,Car,Highway,Minor,0,0,1,13,0
Aundh Road,2021-04-22 09:03:43.253438,20:36,Bus,Highway,Major,0,1,0,29,0
Kothrud Road,2020-06-01 09:03:43.253438,05:07,Pedestrian,Highway,Fatal,0,0,1,22,0
Aundh Road,2019-10-22 09:03:43.253438,14:51,Car,Residential,Minor,1,0,1,14,1
Baner Road,2021-07-21 09:03:43.253438,21:18,Car,Rural,Minor,1,0,0,29,0
Sinhagad Road,2021-08-31 09:03:43.253438,13:46,Truck,Rural,Major,1,0,1,42,1
Aundh Road,2020-09-08 09:03:43.253438,02:12,Bike,Highway,Fatal,1,1,1,23,0
Shivaji Road,2020-03-26 09:03:43.253438,09:22,Auto-rickshaw,Residential,Minor,1,1,0,16,0
Sinhagad Road,2020-03-19 09:03:43.253438,09:41,Truck,Highway,Fatal,1,1,1,39,1
Shivaji Road,2022-02-12 09:03:43.253438,05:01,Truck,Rural,Fatal,1,1,0,21,0
FC Road,2023-03-02 09:03:43.253438,12:13,Truck,Main Road,Major,0,0,0,42,1
Kothrud Road,2022-09-13 09:03:43.253438,13:44,Auto-rickshaw,Main Road,Fatal,0,0,1,13,0
Aundh Road,2023-01-23 09:03:43.253438,13:33,Bus,Rural,Minor,0,0,1,41,1
FC Road,2019-09-03 09:03:43.253438,19:26,Bicycle,Rural,Major,1,0,0,1,0
Shivaji Road,2021-01-08 09:03:43.253438,09:46,Truck,Main Road,Major,0,0,0,40,1
